Scene	Found Episode
s06e23_scene006_0209_0229	s06e23
s07e04_scene012_1101_1111	s07e04
s06e23_scene009_0538_0558	s06e23
s06e14_scene003_0283_0303	s06e14
s06e23_scene002_0057_0059	s06e23
s07e13_scene011_1012_1032	s07e13
s06e12_scene009_1054_1074	s06e12
s07e21_scene003_0288_0308	s07e21
s06e23_scene008_0437_0457	s06e23
s06e05_scene000_0006_0026	s06e05
s07e14_scene000_0030_0050	s07e14
s06e12_scene005_0656_0676	s06e12
s06e07_scene009_1164_1184	s06e07
s06e23_scene003_0080_0091	s06e23
s06e02_scene000_0085_0105	s06e02
s06e10_scene010_1020_1022	s06e10
s06e23_scene015_1097_1117	s06e23
s07e08_scene003_0514_0529	s07e08
s06e15_scene005_0623_0643	s06e15
s07e09_scene005_0387_0407	s07e09
s06e08_scene004_0418_0438	s06e08
s06e23_scene007_0309_0329	s06e23
s07e04_scene009_0840_0844	s07e04
s06e05_scene010_1118_1138	s06e05
s07e09_scene003_0289_0309	s07e09
s07e15_scene000_0085_0105	s07e15
s06e23_scene006_0149_0169	s06e23
s06e07_scene006_0856_0876	s06e07
s06e10_scene010_1000_1020	s06e10
s06e12_scene005_0736_0756	s06e12
s06e23_scene000_0006_0026	s06e23
s07e04_scene002_0290_0299	s07e04
s06e14_scene009_0766_0780	s06e14
s06e18_scene005_0613_0616	s06e18
s06e23_scene014_0854_0874	s06e23
s07e09_scene010_0749_0769	s07e09
s06e08_scene010_1147_1151	s06e08
s06e23_scene016_1151_1162	s06e23
s06e19_scene003_0309_0314	s06e19
s07e15_scene008_0649_0669	s07e15
s06e17_scene009_0855_0862	s06e17
s06e23_scene007_0349_0354	s06e23
s06e15_scene004_0542_0562	s06e15
s06e15_scene009_1068_1074	s06e15
s06e23_scene015_1137_1141	s06e23
s07e18_scene007_0684_0704	s07e18
s07e20_scene006_0668_0688	s07e20
s06e08_scene011_1193_1213	s06e08
s06e23_scene012_0663_0683	s06e23
s06e07_scene007_0967_0987	s06e07
s06e09_scene007_0649_0669	s06e09
s06e12_scene000_0045_0065	s06e12
s06e01_scene004_0381_0401	s06e01
s06e23_scene010_0580_0600	s06e23
s06e05_scene006_0752_0764	s06e05
s06e14_scene003_0303_0323	s06e14
s07e12_scene003_0294_0312	s07e12
s06e23_scene006_0229_0249	s06e23
s06e11_scene005_0429_0449	s06e11
s06e02_scene002_0439_0459	s06e02
s07e12_scene005_0431_0451	s07e12
s06e19_scene002_0260_0265	s06e19
s06e23_scene015_1017_1037	s06e23
s06e12_scene003_0459_0479	s06e12
s06e07_scene000_0145_0165	s06e07
s06e23_scene006_0189_0209	s06e23
s06e08_scene010_1087_1107	s06e08
s07e10_scene005_0635_0655	s07e10
s06e23_scene009_0498_0518	s06e23
s07e24_scene004_0303_0323	s07e24
s06e02_scene003_0599_0619	s06e02
s07e23_scene012_1042_1051	s07e23
s06e23_scene008_0457_0477	s06e23
s06e18_scene006_0779_0799	s06e18
s06e17_scene012_1121_1141	s06e17
s07e14_scene013_0913_0933	s07e14
s06e23_scene015_1037_1057	s06e23
s06e01_scene006_0608_0628	s06e01
s06e15_scene000_0126_0139	s06e15
s06e12_scene004_0529_0549	s06e12
s07e01_scene011_0918_0938	s07e01
s06e14_scene007_0599_0619	s06e14
s07e04_scene012_1081_1101	s07e04
s06e12_scene001_0123_0143	s06e12
s06e07_scene002_0441_0461	s06e07
s06e19_scene010_0747_0767	s06e19
s07e21_scene013_0964_0975	s07e21
s06e15_scene011_1170_1173	s06e15
s07e06_scene005_0449_0469	s07e06
s06e02_scene005_0741_0761	s06e02
s07e21_scene007_0483_0503	s07e21
s06e11_scene008_0826_0846	s06e11
s06e02_scene005_0681_0701	s06e02
s06e15_scene010_1117_1137	s06e15
s07e08_scene002_0426_0435	s07e08
s06e17_scene011_1009_1029	s06e17
s06e05_scene000_0026_0046	s06e05
s07e05_scene003_0536_0556	s07e05
s06e18_scene006_0799_0819	s06e18
s07e13_scene011_0992_1012	s07e13
s07e19_scene002_0244_0255	s07e19
s06e19_scene008_0649_0669	s06e19
s07e23_scene009_0623_0643	s07e23
s07e24_scene007_0555_0575	s07e24
s06e08_scene005_0613_0633	s06e08
s07e13_scene002_0277_0297	s07e13
s07e12_scene014_1133_1151	s07e12
s06e02_scene005_0721_0741	s06e02
s06e09_scene011_1077_1097	s06e09
s07e09_scene002_0240_0260	s07e09
s06e14_scene006_0563_0572	s06e14
s06e12_scene006_0887_0907	s06e12
s06e12_scene000_0065_0085	s06e12
s07e08_scene001_0283_0302	s07e08
s06e15_scene008_0926_0946	s06e15
s06e15_scene002_0297_0317	s06e15
s07e24_scene011_0933_0940	s07e24
s06e07_scene005_0765_0769	s06e07
s06e18_scene000_0045_0065	s06e18
s07e14_scene009_0736_0756	s07e14
s06e01_scene003_0321_0341	s06e01
s07e06_scene003_0321_0331	s07e06
s06e08_scene010_1027_1047	s06e08
s07e23_scene001_0074_0094	s07e23
s07e06_scene002_0203_0223	s07e06
s06e02_scene007_0880_0900	s06e02
s06e05_scene005_0664_0684	s06e05
s07e24_scene003_0227_0247	s07e24
s06e09_scene005_0508_0528	s06e09
s07e18_scene008_0843_0863	s07e18
s06e02_scene001_0242_0262	s06e02
s06e12_scene009_1034_1054	s06e12
s07e04_scene010_0848_0868	s07e04
s07e14_scene008_0621_0641	s07e14
s07e12_scene004_0376_0396	s07e12
s06e12_scene010_1135_1139	s06e12
s07e20_scene010_0917_0922	s07e20
s06e01_scene011_1039_1059	s06e01
s06e12_scene008_0936_0945	s06e12
s06e18_scene000_0125_0138	s06e18
s07e11_scene001_0932_0952	s07e11
s06e07_scene007_1027_1047	s06e07
s07e09_scene000_0003_0023	s07e09
s06e15_scene001_0170_0190	s06e15
s07e23_scene006_0416_0436	s07e23
s07e08_scene007_0714_0734	s07e08
s06e15_scene001_0230_0250	s06e15
s06e11_scene005_0389_0409	s06e11
s07e04_scene008_0731_0751	s07e04
s06e12_scene005_0696_0716	s06e12
s07e15_scene003_0307_0327	s07e15
s06e07_scene000_0245_0248	s06e07
s06e05_scene007_0826_0846	s06e05
s07e11_scene001_0752_0772	s07e11
s07e05_scene004_0722_0742	s07e05
s06e09_scene007_0729_0745	s06e09
s07e20_scene001_0138_0158	s07e20
s07e21_scene008_0528_0548	s07e21
s06e08_scene009_1005_1023	s06e08
s07e07_scene005_0662_0682	s07e07
s06e17_scene010_0923_0935	s06e17
s07e05_scene002_0401_0421	s07e05
s06e02_scene003_0479_0499	s06e02
s06e01_scene005_0495_0515	s06e01
s07e24_scene003_0287_0299	s07e24
s07e12_scene008_0649_0662	s07e12
s07e16_scene004_0378_0398	s07e16
s06e15_scene006_0782_0802	s06e15
s07e17_scene009_0807_0827	s07e17
s06e07_scene007_0987_1007	s06e07
s07e23_scene003_0251_0271	s07e23
s07e10_scene000_0083_0103	s07e10
s07e24_scene003_0267_0287	s07e24
s06e12_scene005_0716_0736	s06e12
s06e11_scene005_0469_0478	s06e11
s06e18_scene007_0862_0882	s06e18
s07e10_scene010_1102_1103	s07e10
s07e14_scene018_1089_1109	s07e14
s07e15_scene005_0419_0429	s07e15
s06e18_scene003_0406_0426	s06e18
s07e19_scene004_0394_0414	s07e19
s06e19_scene010_0847_0867	s06e19
s07e07_scene000_0151_0171	s07e07
s06e17_scene002_0406_0426	s06e17
s07e18_scene001_0183_0203	s07e18
s06e15_scene007_0880_0882	s06e15
s06e11_scene011_1123_1143	s06e11
s06e02_scene003_0619_0631	s06e02
s06e12_scene000_0025_0045	s06e12
s07e08_scene002_0306_0326	s07e08
s06e15_scene009_0988_1008	s06e15
s06e08_scene005_0513_0533	s06e08
s06e07_scene002_0381_0401	s06e07
s07e04_scene010_0888_0908	s07e04
s06e12_scene006_0907_0927	s06e12
s07e11_scene001_0292_0312	s07e11
s06e05_scene003_0445_0465	s06e05
s06e01_scene010_0978_0998	s06e01
s07e16_scene002_0235_0255	s07e16
s06e18_scene007_0822_0842	s06e18
s07e15_scene008_0609_0629	s07e15
s06e14_scene013_1061_1081	s06e14
s07e16_scene009_0862_0882	s07e16
s06e02_scene005_0801_0821	s06e02
s06e17_scene011_0989_1009	s06e17
s06e09_scene000_0103_0123	s06e09
s07e08_scene003_0454_0474	s07e08
s07e04_scene012_1061_1081	s07e04
s06e01_scene001_0105_0125	s06e01
s07e12_scene005_0531_0548	s07e12
s06e12_scene005_0776_0796	s06e12
s06e12_scene001_0183_0203	s06e12
s07e23_scene010_0713_0733	s07e23
s06e19_scene005_0419_0434	s06e19
s06e07_scene005_0745_0765	s06e07
s06e05_scene010_1058_1078	s06e05
s07e21_scene000_0026_0046	s07e21
s07e23_scene012_0902_0922	s07e23
s06e02_scene003_0519_0539	s06e02
s07e23_scene009_0643_0663	s07e23
s06e08_scene009_0925_0945	s06e08
s06e17_scene001_0317_0321	s06e17
s07e07_scene002_0388_0408	s07e07
s07e07_scene010_1075_1095	s07e07
s07e18_scene003_0357_0368	s07e18
s06e15_scene001_0190_0210	s06e15
s07e16_scene011_0979_0999	s07e16
s06e02_scene006_0873_0875	s06e02
s06e14_scene010_0807_0827	s06e14
s06e15_scene006_0802_0815	s06e15
s06e02_scene002_0339_0359	s06e02
s07e11_scene001_0632_0652	s07e11
s06e19_scene000_0087_0101	s06e19
s07e19_scene006_0558_0578	s07e19
s07e14_scene009_0716_0736	s07e14
s06e02_scene008_1023_1043	s06e02
s06e11_scene000_0025_0042	s06e11
s06e09_scene009_0922_0942	s06e09
s07e13_scene000_0110_0130	s07e13
s06e01_scene000_0062_0082	s06e01
s06e15_scene002_0417_0425	s06e15
s06e12_scene004_0629_0648	s06e12
s06e12_scene011_1145_1165	s06e12
s06e07_scene009_1184_1204	s06e07
s07e01_scene000_0028_0048	s07e01
s07e14_scene000_0050_0070	s07e14
s06e15_scene000_0026_0046	s06e15
s06e02_scene007_0920_0940	s06e02
s07e20_scene007_0753_0773	s07e20
s07e16_scene000_0006_0026	s07e16
s07e17_scene009_0887_0905	s07e17
s06e18_scene002_0282_0302	s06e18
s07e16_scene011_1099_1102	s07e16
s07e21_scene010_0668_0688	s07e21
s07e14_scene004_0349_0369	s07e14
s07e14_scene011_0793_0813	s07e14
s06e14_scene002_0163_0183	s06e14
s06e08_scene010_1127_1147	s06e08
s07e13_scene013_1159_1174	s07e13
s07e06_scene006_0568_0588	s07e06
s06e19_scene010_0807_0827	s06e19
s07e16_scene005_0573_0593	s07e16
s06e11_scene002_0093_0102	s06e11
s06e05_scene005_0704_0706	s06e05
s07e05_scene005_0775_0795	s07e05
s06e09_scene005_0488_0508	s06e09
s07e24_scene010_0870_0889	s07e24
s06e17_scene011_1029_1049	s06e17
s07e16_scene011_0999_1019	s07e16
s06e12_scene002_0244_0264	s06e12
s07e11_scene001_0732_0752	s07e11
s07e06_scene010_1002_1022	s07e06
s06e01_scene009_0888_0890	s06e01
s06e02_scene008_0983_1003	s06e02
s06e07_scene002_0401_0421	s06e07
s06e15_scene003_0469_0489	s06e15
s07e23_scene007_0480_0500	s07e23
s07e09_scene007_0594_0610	s07e09
s07e16_scene005_0533_0553	s07e16
s06e05_scene003_0385_0405	s06e05
s06e11_scene004_0282_0302	s06e11
s07e24_scene009_0846_0848	s07e24
s06e02_scene008_0963_0983	s06e02
s07e11_scene001_0472_0492	s07e11
s07e08_scene000_0105_0125	s07e08
s06e12_scene010_1095_1115	s06e12
s07e18_scene006_0574_0594	s07e18
s07e21_scene005_0405_0416	s07e21
s07e05_scene001_0190_0210	s07e05
s06e08_scene006_0646_0666	s06e08
s07e20_scene007_0713_0733	s07e20
s06e17_scene010_0883_0903	s06e17
s07e05_scene006_0938_0939	s07e05
s06e12_scene006_0807_0827	s06e12
s06e18_scene006_0679_0699	s06e18
s07e06_scene008_0719_0739	s07e06
s06e15_scene008_0906_0926	s06e15
s07e24_scene008_0704_0724	s07e24
s07e20_scene003_0380_0400	s07e20
s06e07_scene002_0421_0441	s06e07
s07e12_scene014_1093_1113	s07e12
s07e11_scene001_0852_0872	s07e11
s06e15_scene009_1008_1028	s06e15
s06e09_scene008_0834_0854	s06e09
s06e01_scene003_0301_0321	s06e01
s07e16_scene006_0643_0663	s07e16
s06e15_scene007_0860_0880	s06e15
s07e23_scene003_0231_0251	s07e23
s07e08_scene009_0806_0826	s07e08
s06e08_scene005_0633_0643	s06e08
s07e07_scene002_0408_0428	s07e07
s07e15_scene007_0577_0597	s07e15
s06e11_scene005_0409_0429	s06e11
s07e24_scene012_0986_1006	s07e24
s07e17_scene003_0487_0507	s07e17
s06e02_scene002_0399_0419	s06e02
s06e05_scene010_0998_1018	s06e05
s06e01_scene008_0860_0880	s06e01
s07e08_scene006_0599_0619	s07e08
s07e16_scene001_0188_0208	s07e16
s07e14_scene014_0950_0970	s07e14
s06e12_scene004_0589_0609	s06e12
s06e12_scene003_0479_0499	s06e12
s07e18_scene004_0392_0402	s07e18
s06e09_scene000_0083_0103	s06e09
s07e19_scene004_0414_0434	s07e19
s07e06_scene000_0047_0067	s07e06
s06e15_scene006_0762_0782	s06e15
s06e18_scene009_1059_1069	s06e18
s06e07_scene006_0776_0796	s06e07
s07e05_scene007_1043_1049	s07e05
s07e20_scene003_0360_0380	s07e20
s07e10_scene002_0244_0260	s07e10
s06e11_scene006_0581_0601	s06e11
s06e02_scene007_0940_0960	s06e02
s07e07_scene001_0310_0330	s07e07
s06e19_scene004_0341_0361	s06e19
s07e23_scene008_0535_0555	s07e23
s06e17_scene008_0792_0812	s06e17
s06e15_scene001_0270_0290	s06e15
s07e20_scene000_0105_0112	s07e20
s07e24_scene012_1066_1086	s07e24
s06e09_scene008_0794_0814	s06e09
s06e07_scene006_0836_0856	s06e07
s07e14_scene000_0070_0081	s07e14
s06e08_scene004_0498_0502	s06e08
s07e09_scene012_0989_0999	s07e09
s07e16_scene011_1019_1039	s07e16
s07e19_scene000_0008_0028	s07e19
s06e12_scene001_0143_0163	s06e12
s07e05_scene002_0341_0361	s07e05
s06e01_scene005_0555_0566	s06e01
s06e02_scene001_0142_0162	s06e02
s07e21_scene001_0202_0208	s07e21
s06e02_scene005_0761_0781	s06e02
s06e18_scene006_0619_0639	s06e18
s06e11_scene004_0322_0342	s06e11
s06e15_scene000_0106_0126	s06e15
s06e19_scene010_0987_1007	s06e19
s07e17_scene008_0775_0782	s07e17
s07e05_scene000_0007_0027	s07e05
s06e14_scene002_0183_0203	s06e14
s06e12_scene004_0549_0569	s06e12
s07e05_scene002_0381_0401	s07e05
s07e09_scene002_0280_0286	s07e09
s07e18_scene001_0143_0163	s07e18
s06e15_scene010_1077_1097	s06e15
s07e14_scene019_1152_1164	s07e14
s07e15_scene010_0785_0801	s07e15
s06e05_scene005_0684_0704	s06e05
s07e18_scene000_0086_0097	s07e18
s06e14_scene008_0679_0699	s06e14
s07e19_scene006_0598_0599	s07e19
s06e18_scene006_0719_0739	s06e18
s06e15_scene002_0357_0377	s06e15
s07e21_scene009_0574_0594	s07e21
s06e09_scene008_0874_0894	s06e09
s07e21_scene001_0182_0202	s07e21
s07e18_scene008_0863_0869	s07e18
s06e08_scene007_0774_0794	s06e08
s06e02_scene009_1077_1097	s06e02
s07e09_scene000_0103_0112	s07e09
s06e07_scene003_0581_0601	s06e07
s07e17_scene004_0551_0564	s07e17
s07e19_scene002_0204_0224	s07e19
s07e13_scene009_0740_0760	s07e13
s06e19_scene002_0240_0260	s06e19
s07e04_scene006_0598_0618	s07e04
s06e12_scene006_0867_0887	s06e12
s06e11_scene007_0690_0710	s06e11
s06e12_scene005_0676_0696	s06e12
s07e12_scene015_1183_1201	s07e12
s07e14_scene011_0813_0833	s07e14
s06e15_scene007_0840_0860	s06e15
s06e15_scene010_1137_1157	s06e15
s07e09_scene011_0850_0870	s07e09
s06e02_scene007_0960_0961	s06e02
s07e10_scene001_0203_0220	s07e10
s07e20_scene005_0576_0585	s07e20
s06e14_scene011_1016_1029	s06e14
s06e18_scene000_0065_0085	s06e18
s07e10_scene004_0487_0492	s07e10
s07e01_scene000_0008_0028	s07e01
s06e11_scene007_0730_0743	s06e11
s06e05_scene010_1038_1058	s06e05
s06e09_scene011_1097_1117	s06e09
s07e10_scene008_0860_0880	s07e10
s06e01_scene006_0588_0608	s06e01
s07e16_scene008_0797_0817	s07e16
s07e06_scene010_1042_1062	s07e06
s06e02_scene010_1136_1156	s06e02
s06e19_scene007_0571_0591	s06e19
s06e17_scene008_0812_0832	s06e17
s06e08_scene009_0905_0925	s06e08
s06e12_scene007_0929_0936	s06e12
s07e05_scene002_0361_0381	s07e05
s07e12_scene009_0745_0754	s07e12
s06e07_scene000_0185_0205	s06e07
s06e18_scene001_0186_0206	s06e18
s06e02_scene000_0045_0065	s06e02
s06e02_scene002_0459_0464	s06e02
s07e06_scene009_0944_0957	s07e06
s06e12_scene003_0519_0522	s06e12
s07e01_scene012_1025_1045	s07e01
s06e19_scene007_0551_0571	s06e19
s06e01_scene005_0515_0535	s06e01
s07e01_scene009_0799_0805	s07e01
s06e05_scene003_0425_0445	s06e05
s07e04_scene003_0364_0383	s07e04
s06e12_scene002_0364_0384	s06e12
s07e16_scene000_0026_0046	s07e16
s06e15_scene002_0397_0417	s06e15
s06e11_scene009_0928_0948	s06e11
s06e02_scene005_0661_0681	s06e02
s07e11_scene000_0049_0069	s07e11
s07e15_scene000_0045_0065	s07e15
s06e09_scene009_1002_1005	s06e09
s06e17_scene007_0693_0713	s06e17
s07e15_scene007_0537_0557	s07e15
s06e19_scene004_0381_0393	s06e19
s07e10_scene007_0767_0787	s07e10
s06e12_scene009_1074_1091	s06e12
s07e21_scene012_0726_0746	s07e21
s06e02_scene011_1199_1203	s06e02
s07e12_scene000_0017_0037	s07e12
s06e12_scene006_0927_0928	s06e12
s06e07_scene006_0876_0896	s06e07
s06e15_scene004_0502_0522	s06e15
s07e15_scene003_0327_0339	s07e15
s07e18_scene007_0664_0684	s07e18
s07e11_scene000_0009_0029	s07e11
s06e18_scene008_0918_0938	s06e18
s06e01_scene004_0401_0421	s06e01
s07e06_scene004_0353_0373	s07e06
s06e05_scene007_0806_0826	s06e05
s06e19_scene003_0289_0309	s06e19
s07e12_scene012_0949_0969	s07e12
s07e06_scene000_0007_0027	s07e06
s06e07_scene006_0816_0836	s06e07
s06e02_scene003_0559_0579	s06e02
s06e05_scene011_1176_1196	s06e05
s07e11_scene001_0912_0932	s07e11
s07e15_scene000_0105_0120	s07e15
s06e09_scene005_0548_0560	s06e09
s06e12_scene002_0264_0284	s06e12
s07e14_scene001_0209_0212	s07e14
s06e11_scene004_0182_0202	s06e11
s06e02_scene004_0640_0659	s06e02
s06e09_scene008_0854_0874	s06e09
s06e17_scene012_1141_1144	s06e17
s07e12_scene000_0057_0077	s07e12
s06e01_scene008_0780_0800	s06e01
s06e18_scene006_0699_0719	s06e18
s07e08_scene004_0538_0558	s07e08
s06e19_scene009_0673_0693	s06e19
s06e15_scene008_0886_0906	s06e15
s06e11_scene001_0044_0064	s06e11
s07e24_scene012_1046_1066	s07e24
s06e12_scene002_0304_0324	s06e12
s07e13_scene002_0257_0277	s07e13
s07e24_scene012_1106_1116	s07e24
s06e02_scene003_0539_0559	s06e02
s06e07_scene006_0896_0916	s06e07
s07e12_scene001_0182_0189	s07e12
s07e05_scene000_0087_0107	s07e05
s07e14_scene005_0450_0470	s07e14
s06e05_scene003_0405_0425	s06e05
s06e01_scene011_1119_1138	s06e01
s06e18_scene008_0958_0978	s06e18
s07e24_scene009_0826_0846	s07e24
s07e18_scene006_0554_0574	s07e18
s06e17_scene001_0157_0177	s06e17
s06e09_scene007_0669_0689	s06e09
s07e06_scene010_0962_0982	s07e06
s06e07_scene000_0225_0245	s06e07
s07e21_scene013_0824_0844	s07e21
s06e02_scene001_0222_0242	s06e02
s07e18_scene001_0203_0209	s07e18
s06e02_scene007_0900_0920	s06e02
s07e06_scene010_1082_1102	s07e06
s07e01_scene012_1045_1065	s07e01
s06e12_scene009_1014_1034	s06e12
s06e11_scene002_0073_0093	s06e11
s07e16_scene009_0842_0862	s07e16
s07e18_scene003_0337_0357	s07e18
s07e05_scene005_0835_0853	s07e05
s06e05_scene009_0943_0963	s06e05
s07e23_scene012_0962_0982	s07e23
s06e12_scene001_0163_0183	s06e12
s06e18_scene005_0593_0613	s06e18
s07e17_scene000_0234_0254	s07e17
s07e01_scene011_0898_0918	s07e01
s06e01_scene012_1164_1184	s06e01
s06e15_scene000_0086_0106	s06e15
s07e20_scene007_0773_0793	s07e20
s06e09_scene007_0689_0709	s06e09
s07e04_scene011_0912_0932	s07e04
s06e12_scene009_0954_0974	s06e12
s06e12_scene005_0796_0800	s06e12
s07e11_scene001_0972_0992	s07e11
s06e02_scene000_0005_0025	s06e02
s06e14_scene009_0746_0766	s06e14
s07e01_scene004_0286_0306	s07e01
s07e06_scene011_1108_1128	s07e06
s06e11_scene006_0621_0629	s06e11
s06e09_scene006_0613_0626	s06e09
s06e05_scene004_0586_0599	s06e05
s07e15_scene012_0978_0998	s07e15
s06e18_scene002_0302_0322	s06e18
s06e19_scene007_0611_0631	s06e19
s07e09_scene011_0890_0906	s07e09
s07e20_scene004_0506_0511	s07e20
s06e12_scene002_0344_0364	s06e12
s06e11_scene010_1081_1101	s06e11
s06e02_scene001_0262_0282	s06e02
s07e14_scene004_0389_0406	s07e14
s07e20_scene008_0816_0833	s07e20
s06e15_scene003_0489_0498	s06e15
s06e14_scene005_0478_0496	s06e14
s07e08_scene005_0577_0594	s07e08
s06e09_scene003_0280_0300	s06e09
s06e02_scene003_0499_0519	s06e02
s07e01_scene002_0179_0199	s07e01
s06e18_scene004_0483_0503	s06e18
s06e07_scene008_1085_1105	s06e07
s07e05_scene007_0963_0983	s07e05
s06e05_scene009_0963_0972	s06e05
s06e19_scene010_1007_1027	s06e19
s07e17_scene013_1059_1079	s07e17
s06e01_scene008_0820_0840	s06e01
s07e09_scene005_0447_0451	s07e09
s07e10_scene000_0123_0138	s07e10
s07e19_scene013_1054_1064	s07e19
s07e13_scene008_0664_0684	s07e13
s07e16_scene005_0433_0453	s07e16
s07e24_scene005_0383_0391	s07e24
s06e15_scene008_0946_0965	s06e15
s06e12_scene004_0609_0629	s06e12
s07e08_scene000_0005_0025	s07e08
s07e13_scene010_0894_0914	s07e13
s06e09_scene003_0260_0280	s06e09
s06e17_scene012_1101_1121	s06e17
s07e04_scene008_0751_0771	s07e04
s06e15_scene004_0522_0542	s06e15
s06e11_scene000_0005_0025	s06e11
s06e02_scene001_0282_0302	s06e02
s06e18_scene007_0902_0914	s06e18
s07e13_scene000_0050_0070	s07e13
s07e21_scene013_0944_0964	s07e21
s07e08_scene012_1052_1072	s07e08
s06e02_scene011_1179_1199	s06e02
s06e14_scene000_0006_0026	s06e14
s06e19_scene011_1103_1114	s06e19
s07e21_scene007_0503_0523	s07e21
s07e05_scene001_0150_0170	s07e05
s07e06_scene007_0635_0655	s07e06
s06e05_scene000_0086_0106	s06e05
s06e01_scene002_0206_0226	s06e01
s06e09_scene007_0709_0729	s06e09
s07e14_scene001_0109_0129	s07e14
s07e14_scene017_1035_1055	s07e14
s07e17_scene000_0174_0194	s07e17
s06e02_scene010_1116_1136	s06e02
s06e15_scene009_1028_1048	s06e15
s07e24_scene012_0966_0986	s07e24
s06e12_scene001_0203_0223	s06e12
s07e20_scene006_0628_0648	s07e20
s06e07_scene001_0355_0375	s06e07
s07e10_scene001_0183_0203	s07e10
s06e11_scene004_0242_0262	s06e11
s06e12_scene006_0827_0847	s06e12
s06e02_scene001_0202_0222	s06e02
s07e12_scene003_0254_0274	s07e12
s07e15_scene002_0252_0264	s07e15
s07e13_scene005_0470_0490	s07e13
s06e09_scene004_0415_0435	s06e09
s07e17_scene012_0983_1003	s07e17
s07e18_scene006_0614_0634	s07e18
s06e05_scene007_0766_0786	s06e05
s07e08_scene003_0494_0514	s07e08
s06e01_scene008_0800_0820	s06e01
s07e10_scene005_0595_0615	s07e10
s07e06_scene003_0301_0321	s07e06
s06e12_scene002_0384_0404	s06e12
s07e24_scene000_0048_0063	s07e24
s06e09_scene001_0146_0148	s06e09
s07e19_scene003_0261_0281	s07e19
s06e19_scene007_0631_0643	s06e19
s06e19_scene010_0947_0967	s06e19
s07e10_scene010_1082_1102	s07e10
s07e11_scene001_0592_0612	s07e11
s06e09_scene010_1009_1027	s06e09
s07e04_scene009_0800_0820	s07e04
s06e17_scene004_0544_0564	s06e17
s06e13_scene001_0180_0200	s06e13
s07e19_scene006_0538_0558	s07e19
s07e01_scene014_1202_1205	s07e01
s06e07_scene006_0916_0936	s06e07
s07e12_scene010_0778_0792	s07e12
s07e20_scene009_0839_0859	s07e20
s06e02_scene000_0105_0115	s06e02
s06e02_scene008_1063_1074	s06e02
s07e09_scene000_0043_0063	s07e09
s06e15_scene000_0066_0086	s06e15
s07e10_scene001_0163_0183	s07e10
s07e19_scene011_0886_0906	s07e19
s06e11_scene004_0202_0222	s06e11
s07e12_scene012_0929_0949	s07e12
s07e21_scene006_0448_0468	s07e21
s06e02_scene006_0853_0873	s06e02
s06e17_scene006_0659_0679	s06e17
s07e11_scene001_0512_0532	s07e11
s06e19_scene001_0148_0168	s06e19
s06e19_scene002_0220_0240	s06e19
s07e24_scene006_0475_0495	s07e24
s07e18_scene007_0644_0664	s07e18
s07e07_scene001_0330_0350	s07e07
s06e01_scene002_0226_0236	s06e01
s06e09_scene008_0754_0774	s06e09
s06e13_scene007_0762_0782	s06e13
s07e05_scene003_0596_0613	s07e05
s06e05_scene003_0505_0521	s06e05
s06e09_scene009_0982_1002	s06e09
s07e10_scene010_1062_1082	s07e10
s07e24_scene008_0684_0704	s07e24
s06e08_scene001_0121_0141	s06e08
s06e02_scene003_0579_0599	s06e02
s07e10_scene004_0407_0427	s07e10
s07e09_scene003_0329_0349	s07e09
s06e14_scene008_0639_0659	s06e14
s07e06_scene004_0333_0353	s07e06
s06e13_scene001_0200_0214	s06e13
s07e08_scene004_0558_0577	s07e08
s06e02_scene000_0025_0045	s06e02
s06e11_scene009_0888_0908	s06e11
s07e18_scene010_1082_1090	s07e18
s07e01_scene001_0108_0128	s07e01
s06e15_scene009_0968_0988	s06e15
s06e19_scene002_0200_0220	s06e19
s07e13_scene011_0932_0952	s07e13
s07e20_scene004_0466_0486	s07e20
s06e01_scene004_0461_0470	s06e01
s07e24_scene006_0515_0535	s07e24
s06e05_scene002_0324_0342	s06e05
s07e05_scene006_0858_0878	s07e05
s06e09_scene008_0894_0897	s06e09
s07e05_scene007_0943_0963	s07e05
s06e09_scene002_0176_0196	s06e09
s07e18_scene002_0218_0238	s07e18
s07e19_scene011_0866_0886	s07e19
s07e18_scene010_1042_1062	s07e18
s06e08_scene001_0201_0221	s06e08
s07e23_scene010_0733_0753	s07e23
s07e09_scene001_0159_0179	s07e09
s06e19_scene010_0907_0927	s06e19
s06e14_scene006_0503_0523	s06e14
s07e18_scene010_0982_1002	s07e18
s06e17_scene000_0051_0071	s06e17
s07e04_scene011_1012_1032	s07e04
s06e12_scene001_0223_0241	s06e12
s07e05_scene001_0170_0190	s07e05
s06e13_scene003_0417_0437	s06e13
s07e14_scene018_1109_1126	s07e14
s06e11_scene007_0650_0670	s06e11
s07e16_scene002_0295_0311	s07e16
s07e13_scene010_0914_0925	s07e13
s06e05_scene003_0365_0385	s06e05
s07e13_scene009_0800_0820	s07e13
s06e08_scene003_0312_0332	s06e08
s06e15_scene010_1097_1117	s06e15
s06e09_scene009_0942_0962	s06e09
s07e04_scene006_0638_0653	s07e04
s06e02_scene002_0419_0439	s06e02
s07e21_scene000_0046_0066	s07e21
s07e08_scene009_0846_0857	s07e08
s06e01_scene011_1019_1039	s06e01
s06e09_scene004_0355_0375	s06e09
s07e20_scene006_0688_0708	s07e20
s07e06_scene006_0588_0592	s07e06
